race,sex,age,age_cat,marital_status,custody_status,juv_offense,priors_count,c_charge_degree,days_in_jail_or_prison,decile_score,is_recid,sqrt_age,sqrt_priors_count,sqrt_days_in_jail_or_prison,risk
Hispanic,Male,23,Less than 25,Single,Jail Inmate,0,3,(F3),81,7,1,4.795831523312719,1.7320508075688772,9,Higher
African-American,Male,25,25 - 45,Single,Jail Inmate,0,7,(F3),18,6,0,5,2.6457513110645907,4.242640687119285,Higher
African-American,Female,28,25 - 45,Single,Jail Inmate,0,0,(F3),1,3,0,5.291502622129181,0,1,Lower
African-American,Female,24,Less than 25,Single,Pretrial Defendant,0,0,(F2),1,3,0,4.898979485566356,0,1,Lower
African-American,Female,24,Less than 25,Significant Other,Jail Inmate,0,0,(F2),2,3,0,4.898979485566356,0,1.4142135623730951,Lower
Caucasian,Male,44,25 - 45,Single,Jail Inmate,0,0,(F3),1259,7,0,6.6332495807108,0,35.482389998420345,Higher
African-American,Male,44,25 - 45,Married,Jail Inmate,0,0,(F3),1,1,0,6.6332495807108,0,1,Lower
Caucasian,Male,28,25 - 45,Single,Jail Inmate,0,1,(F3),1,1,0,5.291502622129181,1,1,Lower
African-American,Female,23,Less than 25,Married,Jail Inmate,0,0,(M1),0,7,0,4.795831523312719,0,0,Higher
Caucasian,Female,31,25 - 45,Single,Jail Inmate,1,2,(F3),1,8,1,5.5677643628300215,1.4142135623730951,1,Higher
African-American,Male,27,25 - 45,Significant Other,Jail Inmate,1,0,(F3),0,2,0,5.196152422706632,0,0,Lower
Caucasian,Female,26,25 - 45,Single,Pretrial Defendant,0,1,(F3),107,8,1,5.0990195135927845,1,10.344080432788601,Higher
African-American,Male,57,Greater than 45,Single,Jail Inmate,0,16,(M1),3089,5,1,7.54983443527075,4,55.57877292636101,Lower
Caucasian,Male,55,Greater than 45,Single,Jail Inmate,0,0,(F3),1,1,0,7.416198487095663,0,1,Lower
Caucasian,Female,36,25 - 45,Single,Jail Inmate,0,7,(F3),7,6,1,6,2.6457513110645907,2.6457513110645907,Higher
Caucasian,Female,26,25 - 45,Single,Jail Inmate,0,1,(F2),4,7,0,5.0990195135927845,1,2,Higher
African-American,Male,30,25 - 45,Single,Jail Inmate,0,18,(M2),335,9,1,5.477225575051661,4.242640687119285,18.303005217723125,Higher
African-American,Male,34,25 - 45,Single,Jail Inmate,0,0,(F3),33,8,1,5.830951894845301,0,5.744562646538029,Higher
African-American,Male,24,Less than 25,Single,Jail Inmate,0,1,(F3),1,2,0,4.898979485566356,1,1,Lower
Other,Male,21,Less than 25,Single,Jail Inmate,0,0,(F3),2,5,1,4.58257569495584,0,1.4142135623730951,Lower
African-American,Male,42,25 - 45,Married,Jail Inmate,0,7,(F3),1,1,0,6.48074069840786,2.6457513110645907,1,Lower
Caucasian,Female,34,25 - 45,Married,Jail Inmate,0,12,(F3),1304,10,1,5.830951894845301,3.4641016151377544,36.11094017053558,Higher
Hispanic,Male,30,25 - 45,Separated,Pretrial Defendant,0,3,(M2),2,4,0,5.477225575051661,1.7320508075688772,1.4142135623730951,Lower
Caucasian,Male,40,25 - 45,Married,Jail Inmate,0,6,(F3),1,4,0,6.324555320336759,2.449489742783178,1,Lower
Caucasian,Male,34,25 - 45,Single,Jail Inmate,0,2,(F3),1,1,0,5.830951894845301,1.4142135623730951,1,Lower
Other,Male,39,25 - 45,Single,Jail Inmate,0,2,(F3),3291,2,0,6.244997998398398,1.4142135623730951,57.367238037053866,Lower
Caucasian,Male,41,25 - 45,Single,Jail Inmate,0,6,(M1),845,7,0,6.4031242374328485,2.449489742783178,29.068883707497267,Higher
Caucasian,Male,28,25 - 45,Single,Jail Inmate,0,0,(F3),2,10,0,5.291502622129181,0,1.4142135623730951,Higher
Other,Male,30,25 - 45,Single,Jail Inmate,0,13,(F3),4,9,1,5.477225575051661,3.605551275463989,2,Higher
Caucasian,Male,31,25 - 45,Single,Jail Inmate,0,3,(M1),1,3,1,5.5677643628300215,1.7320508075688772,1,Lower
Hispanic,Female,34,25 - 45,Single,Jail Inmate,0,0,(M1),1,2,0,5.830951894845301,0,1,Lower
Caucasian,Male,27,25 - 45,Single,Jail Inmate,0,1,(M1),31,3,0,5.196152422706632,1,5.5677643628300215,Lower
Hispanic,Male,22,Less than 25,Single,Jail Inmate,1,0,(F3),1,2,1,4.69041575982343,0,1,Lower
African-American,Male,21,Less than 25,Single,Jail Inmate,0,0,(F3),1,3,0,4.58257569495584,0,1,Lower
African-American,Male,37,25 - 45,Married,Jail Inmate,0,3,(M1),81,3,0,6.082762530298219,1.7320508075688772,9,Lower
African-American,Male,25,25 - 45,Single,Jail Inmate,0,1,(F3),7,2,0,5,1,2.6457513110645907,Lower
Caucasian,Male,45,Greater than 45,Single,Jail Inmate,0,2,(F2),25,1,0,6.708203932499369,1.4142135623730951,5,Lower
Hispanic,Male,22,Less than 25,Single,Pretrial Defendant,0,1,(F2),18,2,1,4.69041575982343,1,4.242640687119285,Lower
Caucasian,Male,31,25 - 45,Single,Pretrial Defendant,0,1,(F3),1,5,0,5.5677643628300215,1,1,Lower
African-American,Male,23,Less than 25,Single,Jail Inmate,0,0,(F3),4,5,0,4.795831523312719,0,2,Lower
Caucasian,Female,39,25 - 45,Significant Other,Jail Inmate,0,0,(M1),1,1,0,6.244997998398398,0,1,Lower
African-American,Male,21,Less than 25,Single,Jail Inmate,0,0,(F3),0,4,0,4.58257569495584,0,0,Lower
African-American,Male,32,25 - 45,Single,Jail Inmate,0,6,(F3),34,2,0,5.656854249492381,2.449489742783178,5.830951894845301,Lower
African-American,Male,28,25 - 45,Single,Jail Inmate,0,6,(M1),12,5,1,5.291502622129181,2.449489742783178,3.4641016151377544,Lower
African-American,Male,35,25 - 45,Married,Jail Inmate,0,0,(F3),1,1,0,5.916079783099616,0,1,Lower
African-American,Male,29,25 - 45,Single,Jail Inmate,1,4,(F3),2,4,1,5.385164807134504,2,1.4142135623730951,Lower
African-American,Male,51,Greater than 45,Single,Jail Inmate,1,8,(F1),7623,6,0,7.14142842854285,2.8284271247461903,87.30979326513149,Higher
African-American,Male,23,Less than 25,Single,Jail Inmate,0,2,(F3),39,4,1,4.795831523312719,1.4142135623730951,6.244997998398398,Lower
African-American,Male,28,25 - 45,Single,Jail Inmate,0,7,(F3),896,10,1,5.291502622129181,2.6457513110645907,29.93325909419153,Higher
Caucasian,Female,34,25 - 45,Single,Jail Inmate,0,0,(M2),0,7,1,5.830951894845301,0,0,Higher
African-American,Male,20,Less than 25,Single,Jail Inmate,1,1,(F3),25,10,0,4.47213595499958,1,5,Higher
Caucasian,Female,32,25 - 45,Single,Pretrial Defendant,0,5,(F7),22,2,1,5.656854249492381,2.23606797749979,4.69041575982343,Lower
African-American,Male,25,25 - 45,Single,Jail Inmate,0,2,(F2),1,4,0,5,1.4142135623730951,1,Lower
Caucasian,Male,34,25 - 45,Single,Jail Inmate,1,15,(F3),237,7,0,5.830951894845301,3.872983346207417,15.394804318340652,Higher
African-American,Male,47,Greater than 45,Married,Jail Inmate,0,4,(F3),753,4,1,6.855654600401044,2,27.440845468024488,Lower
Caucasian,Male,47,Greater than 45,Single,Jail Inmate,0,0,(F3),2,1,0,6.855654600401044,0,1.4142135623730951,Lower
Caucasian,Male,45,Greater than 45,Separated,Jail Inmate,0,2,(M1),0,2,0,6.708203932499369,1.4142135623730951,0,Lower
African-American,Female,30,25 - 45,Single,Jail Inmate,0,4,(F3),1,5,0,5.477225575051661,2,1,Lower
Caucasian,Male,22,Less than 25,Single,Jail Inmate,0,0,(M2),1,3,1,4.69041575982343,0,1,Lower
African-American,Female,47,Greater than 45,Single,Jail Inmate,0,7,(F3),426,9,1,6.855654600401044,2.6457513110645907,20.639767440550294,Higher
Caucasian,Male,37,25 - 45,Married,Jail Inmate,0,3,(F3),242,8,0,6.082762530298219,1.7320508075688772,15.556349186104045,Higher
African-American,Male,37,25 - 45,Single,Jail Inmate,0,8,(M1),1,5,0,6.082762530298219,2.8284271247461903,1,Lower
Caucasian,Male,20,Less than 25,Single,Jail Inmate,0,1,(F3),1,4,0,4.47213595499958,1,1,Lower
African-American,Male,50,Greater than 45,Single,Jail Inmate,0,7,(F3),2305,3,0,7.0710678118654755,2.6457513110645907,48.010415536631214,Lower
African-American,Male,26,25 - 45,Single,Jail Inmate,0,7,(F3),479,10,1,5.0990195135927845,2.6457513110645907,21.88606862823929,Higher
African-American,Male,22,Less than 25,Single,Jail Inmate,1,2,(F2),0,8,0,4.69041575982343,1.4142135623730951,0,Higher
Caucasian,Female,31,25 - 45,Single,Jail Inmate,0,0,(M1),0,2,0,5.5677643628300215,0,0,Lower
African-American,Female,28,25 - 45,Single,Pretrial Defendant,0,1,(F2),2,2,0,5.291502622129181,1,1.4142135623730951,Lower
Caucasian,Male,20,Less than 25,Single,Jail Inmate,1,0,(F3),0,3,1,4.47213595499958,0,0,Lower
African-American,Male,29,25 - 45,Single,Jail Inmate,0,1,(F2),2,5,0,5.385164807134504,1,1.4142135623730951,Lower
Caucasian,Male,21,Less than 25,Single,Jail Inmate,0,0,(F3),1,3,0,4.58257569495584,0,1,Lower
African-American,Male,25,25 - 45,Single,Jail Inmate,0,2,(F1),854,5,0,5,1.4142135623730951,29.223278392404914,Lower
African-American,Male,22,Less than 25,Single,Jail Inmate,0,0,(F2),50,7,1,4.69041575982343,0,7.0710678118654755,Higher
African-American,Male,33,25 - 45,Single,Jail Inmate,1,14,(F3),1101,10,1,5.744562646538029,3.7416573867739413,33.18132004607411,Higher
African-American,Male,30,25 - 45,Single,Jail Inmate,0,1,(M1),1,2,0,5.477225575051661,1,1,Lower
Caucasian,Male,27,25 - 45,Single,Jail Inmate,0,5,(F3),6,6,1,5.196152422706632,2.23606797749979,2.449489742783178,Higher
African-American,Male,24,Less than 25,Single,Jail Inmate,0,2,(M1),467,9,1,4.898979485566356,1.4142135623730951,21.61018278497431,Higher
African-American,Male,31,25 - 45,Single,Jail Inmate,0,4,(F3),837,6,0,5.5677643628300215,2,28.930952282978865,Higher
Other,Female,20,Less than 25,Significant Other,Jail Inmate,0,1,(M1),1,4,0,4.47213595499958,1,1,Lower
African-American,Male,29,25 - 45,Single,Jail Inmate,0,0,(M2),0,2,0,5.385164807134504,0,0,Lower
African-American,Male,20,Less than 25,Single,Jail Inmate,1,1,(F3),4,7,0,4.47213595499958,1,2,Higher
African-American,Male,26,25 - 45,Single,Jail Inmate,0,1,(F7),2,4,0,5.0990195135927845,1,1.4142135623730951,Lower
Caucasian,Male,24,Less than 25,Single,Jail Inmate,0,0,(F3),2,3,0,4.898979485566356,0,1.4142135623730951,Lower
Caucasian,Male,46,Greater than 45,Married,Pretrial Defendant,0,1,(M1),0,1,0,6.782329983125268,1,0,Lower
African-American,Female,36,25 - 45,Single,Jail Inmate,0,1,(F3),1,2,0,6,1,1,Lower
Other,Male,57,Greater than 45,Married,Jail Inmate,0,0,(F2),1,1,0,7.54983443527075,0,1,Lower
African-American,Male,23,Less than 25,Single,Jail Inmate,0,0,(M1),1,3,1,4.795831523312719,0,1,Lower
African-American,Male,21,Less than 25,Single,Jail Inmate,1,1,(F3),147,10,1,4.58257569495584,1,12.12435565298214,Higher
Caucasian,Male,54,Greater than 45,Single,Pretrial Defendant,0,0,(M2),1,1,0,7.3484692283495345,0,1,Lower
African-American,Male,29,25 - 45,Single,Jail Inmate,0,6,(F3),1,6,1,5.385164807134504,2.449489742783178,1,Higher
Other,Male,62,Greater than 45,Married,Jail Inmate,0,2,(M1),1,1,0,7.874007874011811,1.4142135623730951,1,Lower
Hispanic,Male,25,25 - 45,Single,Jail Inmate,1,10,(F3),8,9,1,5,3.1622776601683795,2.8284271247461903,Higher
Hispanic,Female,22,Less than 25,Single,Pretrial Defendant,0,1,(F3),1,4,0,4.69041575982343,1,1,Lower
African-American,Male,29,25 - 45,Single,Jail Inmate,0,4,(M2),1,5,1,5.385164807134504,2,1,Lower
African-American,Male,39,25 - 45,Divorced,Jail Inmate,0,1,(F3),0,5,0,6.244997998398398,1,0,Lower
African-American,Female,26,25 - 45,Single,Jail Inmate,0,0,(M1),6,9,0,5.0990195135927845,0,2.449489742783178,Higher
Caucasian,Female,50,Greater than 45,Single,Pretrial Defendant,0,7,(M2),8,1,1,7.0710678118654755,2.6457513110645907,2.8284271247461903,Lower
African-American,Male,32,25 - 45,Single,Jail Inmate,0,1,(F3),99,2,0,5.656854249492381,1,9.9498743710662,Lower
Hispanic,Male,45,Greater than 45,Divorced,Jail Inmate,0,0,(F3),0,1,0,6.708203932499369,0,0,Lower
African-American,Male,30,25 - 45,Married,Jail Inmate,0,1,(F3),84,2,0,5.477225575051661,1,9.16515138991168,Lower
African-American,Male,25,25 - 45,Single,Jail Inmate,0,0,(F3),1,5,0,5,0,1,Lower
Caucasian,Female,44,25 - 45,Single,Jail Inmate,0,10,(F3),6,5,1,6.6332495807108,3.1622776601683795,2.449489742783178,Lower
African-American,Male,58,Greater than 45,Single,Jail Inmate,0,0,(F3),1,4,1,7.615773105863909,0,1,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,10,(F3),468,9,0,5.196152422706632,3.1622776601683795,21.633307652783937,Higher
Hispanic,Male,35,25 - 45,Divorced,Jail Inmate,0,0,(M1),0,1,0,5.916079783099616,0,0,Lower
African-American,Male,24,Less than 25,Married,Jail Inmate,0,5,(F3),1,6,0,4.898979485566356,2.23606797749979,1,Higher
African-American,Female,49,Greater than 45,Single,Jail Inmate,0,0,(M1),1,1,0,7,0,1,Lower
Caucasian,Male,27,25 - 45,Single,Pretrial Defendant,0,7,(F3),265,4,0,5.196152422706632,2.6457513110645907,16.278820596099706,Lower
Other,Male,44,25 - 45,Single,Jail Inmate,0,1,(M2),1,1,0,6.6332495807108,1,1,Lower
African-American,Male,20,Less than 25,Single,Jail Inmate,1,1,(F3),1,10,1,4.47213595499958,1,1,Higher
Caucasian,Male,29,25 - 45,Single,Jail Inmate,0,0,(M1),7,1,1,5.385164807134504,0,2.6457513110645907,Lower
Hispanic,Female,26,25 - 45,Single,Jail Inmate,0,0,(M1),1,3,0,5.0990195135927845,0,1,Lower
Caucasian,Male,21,Less than 25,Single,Jail Inmate,0,1,(F3),1,5,0,4.58257569495584,1,1,Lower
Caucasian,Male,73,Greater than 45,Single,Pretrial Defendant,0,6,(F3),12,1,0,8.54400374531753,2.449489742783178,3.4641016151377544,Lower
Caucasian,Female,46,Greater than 45,Single,Pretrial Defendant,0,1,(F1),574,1,0,6.782329983125268,1,23.958297101421877,Lower
African-American,Male,29,25 - 45,Single,Jail Inmate,1,17,(F3),51,10,1,5.385164807134504,4.123105625617661,7.14142842854285,Higher
African-American,Male,30,25 - 45,Single,Jail Inmate,0,0,(F3),1,4,1,5.477225575051661,0,1,Lower
African-American,Male,34,25 - 45,Single,Jail Inmate,0,14,(F3),1470,8,0,5.830951894845301,3.7416573867739413,38.34057902536163,Higher
African-American,Male,26,25 - 45,Single,Jail Inmate,0,1,(F3),3,7,0,5.0990195135927845,1,1.7320508075688772,Higher
African-American,Male,55,Greater than 45,Single,Jail Inmate,0,8,(F3),3,1,1,7.416198487095663,2.8284271247461903,1.7320508075688772,Lower
Caucasian,Male,47,Greater than 45,Single,Pretrial Defendant,0,2,(M1),28,1,0,6.855654600401044,1.4142135623730951,5.291502622129181,Lower
Caucasian,Male,21,Less than 25,Single,Jail Inmate,0,0,(F3),101,6,0,4.58257569495584,0,10.04987562112089,Higher
African-American,Male,23,Less than 25,Single,Pretrial Defendant,0,1,(F3),3,3,0,4.795831523312719,1,1.7320508075688772,Lower
Caucasian,Female,33,25 - 45,Single,Jail Inmate,0,0,(M1),1,1,0,5.744562646538029,0,1,Lower
African-American,Male,30,25 - 45,Single,Jail Inmate,0,13,(F3),814,10,1,5.477225575051661,3.605551275463989,28.53068523537421,Higher
African-American,Male,24,Less than 25,Single,Jail Inmate,1,4,(F3),1,5,1,4.898979485566356,2,1,Lower
Caucasian,Male,45,Greater than 45,Married,Jail Inmate,0,0,(F3),2,6,1,6.708203932499369,0,1.4142135623730951,Higher
African-American,Male,26,25 - 45,Single,Pretrial Defendant,0,2,(M1),2,5,0,5.0990195135927845,1.4142135623730951,1.4142135623730951,Lower
African-American,Male,28,25 - 45,Single,Jail Inmate,0,6,(F2),5,2,0,5.291502622129181,2.449489742783178,2.23606797749979,Lower
Caucasian,Female,42,25 - 45,Married,Jail Inmate,0,0,(M1),1,2,0,6.48074069840786,0,1,Lower
African-American,Male,34,25 - 45,Single,Jail Inmate,0,1,(M1),2,2,0,5.830951894845301,1,1.4142135623730951,Lower
African-American,Male,21,Less than 25,Single,Jail Inmate,0,0,(M1),3,4,1,4.58257569495584,0,1.7320508075688772,Lower
Caucasian,Female,69,Greater than 45,Married,Jail Inmate,0,2,(M2),0,1,0,8.306623862918075,1.4142135623730951,0,Lower
Caucasian,Male,24,Less than 25,Single,Pretrial Defendant,1,5,(F3),6,5,1,4.898979485566356,2.23606797749979,2.449489742783178,Lower
African-American,Male,45,Greater than 45,Single,Jail Inmate,0,1,(M1),1,1,0,6.708203932499369,1,1,Lower
Caucasian,Male,47,Greater than 45,Single,Jail Inmate,0,0,(F3),13,1,0,6.855654600401044,0,3.605551275463989,Lower
African-American,Male,25,25 - 45,Single,Jail Inmate,1,8,(M1),38,8,1,5,2.8284271247461903,6.164414002968976,Higher
Caucasian,Male,28,25 - 45,Single,Jail Inmate,0,2,(F3),1,1,0,5.291502622129181,1.4142135623730951,1,Lower
African-American,Male,52,Greater than 45,Single,Jail Inmate,0,2,(M1),13,1,0,7.211102550927978,1.4142135623730951,3.605551275463989,Lower
African-American,Female,46,Greater than 45,Single,Jail Inmate,0,1,(F3),1,1,0,6.782329983125268,1,1,Lower
Hispanic,Male,46,Greater than 45,Married,Pretrial Defendant,0,0,(M1),1,1,0,6.782329983125268,0,1,Lower
Caucasian,Male,30,25 - 45,Married,Jail Inmate,0,0,(F3),1,1,0,5.477225575051661,0,1,Lower
Hispanic,Female,26,25 - 45,Unknown,Jail Inmate,0,0,(M1),0,3,0,5.0990195135927845,0,0,Lower
African-American,Male,19,Less than 25,Single,Jail Inmate,0,0,(F3),0,9,0,4.358898943540674,0,0,Higher
Caucasian,Female,38,25 - 45,Single,Jail Inmate,0,1,(F3),1,6,0,6.164414002968976,1,1,Higher
Other,Male,34,25 - 45,Single,Jail Inmate,0,0,(F3),1,2,1,5.830951894845301,0,1,Lower
African-American,Male,38,25 - 45,Single,Jail Inmate,0,2,(M1),0,4,1,6.164414002968976,1.4142135623730951,0,Lower
African-American,Male,23,Less than 25,Single,Jail Inmate,1,4,(F3),1,7,1,4.795831523312719,2,1,Higher
Hispanic,Male,64,Greater than 45,Married,Jail Inmate,0,0,(M1),0,1,0,8,0,0,Lower
Hispanic,Male,30,25 - 45,Single,Jail Inmate,0,0,(M1),0,1,0,5.477225575051661,0,0,Lower
African-American,Male,38,25 - 45,Single,Pretrial Defendant,0,2,(F3),8,1,0,6.164414002968976,1.4142135623730951,2.8284271247461903,Lower
African-American,Female,22,Less than 25,Single,Jail Inmate,0,0,(F2),0,6,0,4.69041575982343,0,0,Higher
African-American,Male,35,25 - 45,Single,Jail Inmate,0,6,(F3),3,3,0,5.916079783099616,2.449489742783178,1.7320508075688772,Lower
African-American,Male,24,Less than 25,Single,Jail Inmate,0,0,(F3),0,7,1,4.898979485566356,0,0,Higher
Caucasian,Male,34,25 - 45,Single,Jail Inmate,0,4,(F3),14,2,0,5.830951894845301,2,3.7416573867739413,Lower
African-American,Male,35,25 - 45,Married,Jail Inmate,0,1,(M1),65,6,1,5.916079783099616,1,8.06225774829855,Higher
African-American,Male,25,25 - 45,Single,Jail Inmate,0,2,(F3),1,6,0,5,1.4142135623730951,1,Higher
Caucasian,Male,58,Greater than 45,Single,Pretrial Defendant,0,3,(MO3),0,2,0,7.615773105863909,1.7320508075688772,0,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,7,(F3),2,4,1,5.196152422706632,2.6457513110645907,1.4142135623730951,Lower
African-American,Male,24,Less than 25,Single,Jail Inmate,1,6,(F3),58,9,1,4.898979485566356,2.449489742783178,7.615773105863909,Higher
Caucasian,Male,33,25 - 45,Single,Jail Inmate,0,2,(M1),0,2,0,5.744562646538029,1.4142135623730951,0,Lower
African-American,Male,42,25 - 45,Single,Jail Inmate,0,6,(M1),1,5,0,6.48074069840786,2.449489742783178,1,Lower
Caucasian,Male,44,25 - 45,Divorced,Jail Inmate,0,4,(F3),1,3,0,6.6332495807108,2,1,Lower
African-American,Male,30,25 - 45,Single,Jail Inmate,0,3,(F3),2,5,0,5.477225575051661,1.7320508075688772,1.4142135623730951,Lower
Hispanic,Female,39,25 - 45,Single,Jail Inmate,0,2,(F3),0,2,0,6.244997998398398,1.4142135623730951,0,Lower
Caucasian,Male,28,25 - 45,Single,Jail Inmate,0,0,(F3),1,3,0,5.291502622129181,0,1,Lower
African-American,Female,32,25 - 45,Single,Jail Inmate,1,13,(F2),414,6,0,5.656854249492381,3.605551275463989,20.346989949375804,Higher
African-American,Male,34,25 - 45,Single,Jail Inmate,0,1,(F3),1,2,0,5.830951894845301,1,1,Lower
African-American,Male,26,25 - 45,Single,Pretrial Defendant,0,1,(F3),61,8,1,5.0990195135927845,1,7.810249675906654,Higher
Caucasian,Male,31,25 - 45,Single,Jail Inmate,0,1,(M1),0,2,0,5.5677643628300215,1,0,Lower
Caucasian,Female,35,25 - 45,Single,Jail Inmate,0,0,(M1),0,2,0,5.916079783099616,0,0,Lower
African-American,Male,23,Less than 25,Single,Jail Inmate,0,0,(F3),2,2,0,4.795831523312719,0,1.4142135623730951,Lower
Caucasian,Male,29,25 - 45,Single,Jail Inmate,1,11,(F3),286,8,1,5.385164807134504,3.3166247903554,16.911534525287763,Higher
African-American,Male,31,25 - 45,Single,Jail Inmate,0,0,(M1),1,4,0,5.5677643628300215,0,1,Lower
African-American,Male,54,Greater than 45,Married,Jail Inmate,0,6,(F3),3213,7,0,7.3484692283495345,2.449489742783178,56.68333088307355,Higher
Other,Male,38,25 - 45,Single,Jail Inmate,0,1,(F3),1,1,0,6.164414002968976,1,1,Lower
African-American,Male,30,25 - 45,Single,Jail Inmate,0,14,(F1),1306,8,1,5.477225575051661,3.7416573867739413,36.138621999185304,Higher
Caucasian,Male,26,25 - 45,Single,Jail Inmate,0,0,(F3),0,1,0,5.0990195135927845,0,0,Lower
Caucasian,Male,21,Less than 25,Single,Jail Inmate,0,2,(F3),78,4,1,4.58257569495584,1.4142135623730951,8.831760866327848,Lower
African-American,Male,44,25 - 45,Single,Jail Inmate,0,0,(F3),1,1,0,6.6332495807108,0,1,Lower
African-American,Male,52,Greater than 45,Married,Jail Inmate,0,0,(F3),0,1,0,7.211102550927978,0,0,Lower
African-American,Male,30,25 - 45,Single,Jail Inmate,0,6,(F3),1,5,1,5.477225575051661,2.449489742783178,1,Lower
Hispanic,Male,36,25 - 45,Single,Pretrial Defendant,0,0,(M1),1,1,0,6,0,1,Lower
African-American,Male,31,25 - 45,Significant Other,Jail Inmate,0,9,(F2),0,8,1,5.5677643628300215,3,0,Higher
African-American,Female,21,Less than 25,Single,Pretrial Defendant,1,2,(F3),12,6,1,4.58257569495584,1.4142135623730951,3.4641016151377544,Higher
Caucasian,Male,32,25 - 45,Single,Jail Inmate,0,0,(M1),0,4,0,5.656854249492381,0,0,Lower
Caucasian,Male,77,Greater than 45,Single,Jail Inmate,0,1,(M1),3,1,0,8.774964387392123,1,1.7320508075688772,Lower
Caucasian,Male,61,Greater than 45,Single,Jail Inmate,0,4,(F3),145,6,0,7.810249675906654,2,12.041594578792296,Higher
Hispanic,Male,40,25 - 45,Single,Jail Inmate,0,2,(M1),1,2,0,6.324555320336759,1.4142135623730951,1,Lower
African-American,Female,41,25 - 45,Married,Jail Inmate,0,0,(M1),1,1,0,6.4031242374328485,0,1,Lower
Caucasian,Female,24,Less than 25,Single,Jail Inmate,0,0,(M1),1,5,0,4.898979485566356,0,1,Lower
African-American,Female,34,25 - 45,Single,Jail Inmate,0,5,(F1),1,3,1,5.830951894845301,2.23606797749979,1,Lower
Hispanic,Male,27,25 - 45,Single,Jail Inmate,0,1,(F3),0,3,0,5.196152422706632,1,0,Lower
African-American,Male,25,25 - 45,Single,Jail Inmate,1,6,(M2),2,7,1,5,2.449489742783178,1.4142135623730951,Higher
African-American,Male,30,25 - 45,Single,Jail Inmate,0,1,(F3),1,1,0,5.477225575051661,1,1,Lower
Hispanic,Male,59,Greater than 45,Married,Pretrial Defendant,0,0,(F3),2,1,0,7.681145747868608,0,1.4142135623730951,Lower
African-American,Male,23,Less than 25,Single,Jail Inmate,0,0,(F3),1,3,0,4.795831523312719,0,1,Lower
Caucasian,Male,55,Greater than 45,Single,Jail Inmate,0,1,(F3),1,1,1,7.416198487095663,1,1,Lower
Caucasian,Male,32,25 - 45,Single,Jail Inmate,0,0,(F3),5,6,1,5.656854249492381,0,2.23606797749979,Higher
African-American,Male,21,Less than 25,Single,Jail Inmate,0,1,(F7),477,9,0,4.58257569495584,1,21.840329667841555,Higher
African-American,Male,53,Greater than 45,Single,Jail Inmate,0,5,(M2),0,2,0,7.280109889280518,2.23606797749979,0,Lower
African-American,Male,30,25 - 45,Single,Jail Inmate,0,7,(F3),3,9,0,5.477225575051661,2.6457513110645907,1.7320508075688772,Higher
Caucasian,Male,50,Greater than 45,Single,Jail Inmate,0,1,(M1),1,2,0,7.0710678118654755,1,1,Lower
Other,Male,26,25 - 45,Single,Jail Inmate,0,1,(F3),39,4,1,5.0990195135927845,1,6.244997998398398,Lower
Hispanic,Male,21,Less than 25,Single,Jail Inmate,1,2,(F3),1,5,1,4.58257569495584,1.4142135623730951,1,Lower
African-American,Male,36,25 - 45,Single,Jail Inmate,0,7,(F3),2199,6,1,6,2.6457513110645907,46.89349635077342,Higher
African-American,Male,35,25 - 45,Single,Jail Inmate,0,16,(F3),428,8,1,5.916079783099616,4,20.688160865577203,Higher
Caucasian,Female,25,25 - 45,Single,Jail Inmate,0,0,(M1),2,3,0,5,0,1.4142135623730951,Lower
Caucasian,Female,44,25 - 45,Single,Jail Inmate,0,0,(M1),0,1,0,6.6332495807108,0,0,Lower
Caucasian,Female,31,25 - 45,Separated,Jail Inmate,0,2,(M2),0,6,0,5.5677643628300215,1.4142135623730951,0,Higher
African-American,Female,26,25 - 45,Single,Jail Inmate,0,1,(F3),2,5,0,5.0990195135927845,1,1.4142135623730951,Lower
Caucasian,Male,25,25 - 45,Single,Jail Inmate,0,0,(M1),1,2,0,5,0,1,Lower
African-American,Male,32,25 - 45,Significant Other,Jail Inmate,0,0,(M1),0,1,0,5.656854249492381,0,0,Lower
Caucasian,Male,40,25 - 45,Significant Other,Jail Inmate,0,5,(F3),1,3,0,6.324555320336759,2.23606797749979,1,Lower
African-American,Male,35,25 - 45,Single,Pretrial Defendant,0,0,(F2),1,3,0,5.916079783099616,0,1,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,2,(F3),4,3,0,5.196152422706632,1.4142135623730951,2,Lower
Caucasian,Male,37,25 - 45,Married,Jail Inmate,0,0,(F3),1,2,0,6.082762530298219,0,1,Lower
African-American,Male,33,25 - 45,Single,Jail Inmate,0,12,(F3),452,9,1,5.744562646538029,3.4641016151377544,21.2602916254693,Higher
Asian,Male,36,25 - 45,Single,Jail Inmate,0,1,(F2),41,1,0,6,1,6.4031242374328485,Lower
Caucasian,Male,30,25 - 45,Single,Pretrial Defendant,0,2,(F3),0,2,0,5.477225575051661,1.4142135623730951,0,Lower
African-American,Male,30,25 - 45,Single,Jail Inmate,0,0,(F3),0,4,0,5.477225575051661,0,0,Lower
African-American,Male,41,25 - 45,Single,Jail Inmate,0,19,(F3),0,8,1,6.4031242374328485,4.358898943540674,0,Higher
